job_key,job_title,salary_low,salary_high,is_remote,is_intern,role,seniority,is_scientist,is_analyst,is_ml_engineer,is_research,role_unknown,is_junior,is_senior,seniority_unknown,salary_avg
job-a15af96313f2650f,Data Analytics Intern,32000,41000,0,1,Analyst,None,0,1,0,0,0,0,0,1,36500.0
job-a1693f58770af7c5,"Principal Data Scientist, Ecosystem",170000,215000,0,0,Scientist,None,1,0,0,0,0,0,0,1,192500.0
job-a284f87d4869cb23,Data Science Product Owner (REMOTE),140000,157000,1,0,Scientist,None,1,0,0,0,0,0,0,1,148500.0
job-a3c7f5701045c70c,Data Scientist,137000,173000,1,0,Scientist,None,1,0,0,0,0,0,0,1,155000.0
job-a4d05dd1360ad3a0,Data and Research Analyst,70000,70000,0,0,Research,None,0,0,0,1,0,0,0,1,70000.0
job-a50132f749ea8c5b,Data Scientist,80000,102000,0,0,Scientist,None,1,0,0,0,0,0,0,1,91000.0
job-a569e5db3931a97a,Remote Data Engineer,89000,113000,1,0,MLEngineer,None,0,0,1,0,0,0,0,1,101000.0
job-a5cff3ffc1c3af5b,Data Scientist,93000,118000,0,0,Scientist,None,1,0,0,0,0,0,0,1,105500.0
job-a7bfbca0692b6a16,Data Scientist,101000,128000,0,0,Scientist,None,1,0,0,0,0,0,0,1,114500.0
job-a84480e80c4c7998,Reservior Data Analyst Intern,42000,54000,0,1,Analyst,None,0,1,0,0,0,0,0,1,48000.0
job-a84a2412e1f451f6,"Intern, Data Science - Sales Analytics (Summer 2023)",48000,61000,1,1,Analyst,None,0,1,0,0,0,0,0,1,54500.0
job-a88fddbc4eff63ec,Data Scientist - SOCOM,98000,125000,0,0,Scientist,None,1,0,0,0,0,0,0,1,111500.0
job-a8be4b7dd3077ec0,Data Scientist - Role can be remote,93000,118000,1,0,Scientist,None,1,0,0,0,0,0,0,1,105500.0
job-a9335a3bb68258c7,Data Engineers,66000,83000,0,1,MLEngineer,None,0,0,1,0,0,0,0,1,74500.0
job-a98c1cfbaa8f478e,Data Science Teacher,120000,500000,0,0,Scientist,None,1,0,0,0,0,0,0,1,310000.0
job-aa217f4c422b65b5,Commercial Data Engineer,79000,101000,0,0,MLEngineer,None,0,0,1,0,0,0,0,1,90000.0
job-aa6f0a56d196eaee,Data Science Intern - University Students - FinLab,58000,74000,0,1,Scientist,None,1,0,0,0,0,0,0,1,66000.0
job-aaa2eecaa08fa2cb,Data Scientist,150000,180000,0,0,Scientist,None,1,0,0,0,0,0,0,1,165000.0
job-ab629fc2892e6463,Data Scientist II,89000,113000,0,0,Scientist,None,1,0,0,0,0,0,0,1,101000.0
job-ac675be03334f134,"Quantitative Developer Intern, Summer 2023",41000,52000,0,1,Unidentified,None,0,0,0,0,1,0,0,1,46500.0
job-ac7a0722218b5824,JUNIOR DATA ENGINEER (100% REMOTE AVAILABLE),79000,100000,1,0,MLEngineer,Jr.,0,0,1,0,0,1,0,0,89500.0
job-ad5eff59731c5c4b,Climate Data Scientist,121000,154000,1,0,Scientist,None,1,0,0,0,0,0,0,1,137500.0
job-af0047ffdcc82f78,Data Scientist - SDV,86460,141060,1,0,Scientist,None,1,0,0,0,0,0,0,1,113760.0
job-af05f0f971181c00,Data Analytics Intern,35000,45000,0,1,Analyst,None,0,1,0,0,0,0,0,1,40000.0
job-af76ed2095f8cc27,Summer 2023 Internship - Data Scientist,68000,86000,1,1,Scientist,None,1,0,0,0,0,0,0,1,77000.0
job-afd32cbbffe5d982,Data Scientist,82000,113500,1,0,Scientist,None,1,0,0,0,0,0,0,1,97750.0
job-b05838efde760be5,Data Scientist,93000,118000,0,0,Scientist,None,1,0,0,0,0,0,0,1,105500.0
job-b0a92f7d684f0cdc,Data Scientist,124000,157000,1,0,Scientist,None,1,0,0,0,0,0,0,1,140500.0
job-b0f2631f4eb9ed6d,Professional-Big Data Engineer,126700,145000,0,0,MLEngineer,None,0,0,1,0,0,0,0,1,135850.0
job-b10e5cb51a13c324,Data Scientist (Virtual),125000,195000,1,0,Scientist,None,1,0,0,0,0,0,0,1,160000.0
job-b1664220754b0653,Data Engineer,84000,107000,0,0,MLEngineer,None,0,0,1,0,0,0,0,1,95500.0
job-b5a66fd1accd37ad,Data Scientist,85000,108000,0,0,Scientist,None,1,0,0,0,0,0,0,1,96500.0
job-b6123a112247f004,Data Engineer,103000,130000,0,0,MLEngineer,None,0,0,1,0,0,0,0,1,116500.0
job-b7db8489068acbaf,Data Scientist,150000,230000,0,0,Scientist,None,1,0,0,0,0,0,0,1,190000.0
job-b860aab171ecb208,Data Scientist,85000,108000,0,0,Scientist,None,1,0,0,0,0,0,0,1,96500.0
job-b8de7493c963d2d1,Data Scientist,86900,127500,0,0,Scientist,None,1,0,0,0,0,0,0,1,107200.0
job-b9367d92b9333460,Data Science Intern,31000,40000,1,1,Scientist,None,1,0,0,0,0,0,0,1,35500.0
job-b99bae20809356e3,Data Analytics Undergraduate Intern,51000,64000,0,1,Analyst,None,0,1,0,0,0,0,0,1,57500.0
job-baa9f2f660caba87,Data Science Associate (Remote),83000,106000,1,0,Scientist,Jr.,1,0,0,0,0,1,0,0,94500.0
job-bab2d2e950d5ad3c,Jr. Data Scientist with TS/SCI Poly,74750,155250,0,0,Scientist,Jr.,1,0,0,0,0,1,0,0,115000.0
job-bb0407e8144237a7,Associate Partner of Data Science,200000,250000,0,0,Scientist,Jr.,1,0,0,0,0,1,0,0,225000.0
job-bb28e752879d2931,Data Science Associate,56600,75000,0,0,Scientist,Jr.,1,0,0,0,0,1,0,0,65800.0
job-bb82cc4bd24064dd,Data Engineer,109000,138000,1,0,MLEngineer,None,0,0,1,0,0,0,0,1,123500.0
job-bc4fc772e60ee82d,Forensic Data Science Associate - Summer/Fall 2023 (National),62000,78000,0,0,Scientist,Jr.,1,0,0,0,0,1,0,0,70000.0
job-bc697ada8197edfe,Intern - Data Science,42000,53000,0,1,Scientist,None,1,0,0,0,0,0,0,1,47500.0
job-bcc6de54e0095d2e,"Data Scientist, Special Initiatives",135000,171000,1,0,Scientist,None,1,0,0,0,0,0,0,1,153000.0
job-bcffda3962391341,Data Scientist,74682,176300,0,0,Scientist,None,1,0,0,0,0,0,0,1,125491.0
job-bd6f64ace12b8868,NLP Intern,60000,76000,1,1,Unidentified,None,0,0,0,0,1,0,0,1,68000.0
job-bd8d09c98be25ee7,Field Data Scientist,128000,162000,0,0,Scientist,None,1,0,0,0,0,0,0,1,145000.0
job-beb33b8adc578f74,Data Scientist - Statistical Scientist,109000,138000,0,0,Scientist,None,1,0,0,0,0,0,0,1,123500.0
job-bf410dae7c391c0a,Summer 2023 Data Analyst Co-Op/Intern,65000,82000,0,1,Analyst,None,0,1,0,0,0,0,0,1,73500.0
job-bfb1470297443699,Data Scientist,90000,130000,1,0,Scientist,None,1,0,0,0,0,0,0,1,110000.0
job-c04937483b7317ca,Data Visualization Engineer,108000,137000,1,0,MLEngineer,None,0,0,1,0,0,0,0,1,122500.0
job-c1b2cd03dc88dc38,Statistical Analyst,82800,110200,1,0,Analyst,None,0,1,0,0,0,0,0,1,96500.0
job-c308771c17204ec8,Internship - Undergraduate Data Science & Engineering Intern,38000,49000,0,1,MLEngineer,None,0,0,1,0,0,0,0,1,43500.0
job-c3a7d3c94ef3a0e1,Sr Data Scientist - Innovation,80000,195000,0,0,Scientist,Sr.,1,0,0,0,0,0,1,0,137500.0
job-c5300c58c7369739,"Analyst, Data Science",84000,107000,0,0,Analyst,None,0,1,0,0,0,0,0,1,95500.0
job-c5552a94dfdad4b1,Data Science Intern,46000,58000,0,1,Scientist,None,1,0,0,0,0,0,0,1,52000.0
job-c5c10211b71b9b8f,Data Scientist Co-Op (Spring 2023),92000,117000,1,1,Scientist,None,1,0,0,0,0,0,0,1,104500.0
job-c5ef8dc4f65d0573,Machine Learning and AI Data Scientist - Python / R / NLP,103000,130000,0,0,Scientist,None,1,0,0,0,0,0,0,1,116500.0
job-c6b776b92e1ac9e5,Product Analyst,119000,145000,1,0,Analyst,None,0,1,0,0,0,0,0,1,132000.0
job-c6beb8ea1be3850c,Data Scientist,87000,111000,1,0,Scientist,None,1,0,0,0,0,0,0,1,99000.0
job-c6e1591df0bbebd4,Data Engineer Co-op Winter/Spring 2023,84000,107000,0,1,MLEngineer,None,0,0,1,0,0,0,0,1,95500.0
job-c826684cbd7f1084,Data Scientist,111000,140000,1,0,Scientist,None,1,0,0,0,0,0,0,1,125500.0
job-c8a4a60e7f4dd47b,Data Scientist II,95025,152271,1,0,Scientist,None,1,0,0,0,0,0,0,1,123648.0
job-c9cb3d219bb11513,Data & Analytics Engineer,90000,130000,1,0,MLEngineer,None,0,0,1,0,0,0,0,1,110000.0
job-c9cee0ba640e973d,Data Scientist Intern,63000,79000,0,1,Scientist,None,1,0,0,0,0,0,0,1,71000.0
job-caafb3973f60107c,Data Scientist/Analyst Intern or Co-op - Spring & Summer 2023,43000,54000,0,1,Analyst,None,0,1,0,0,0,0,0,1,48500.0
job-cb480d80108fdc6f,Data Analyst,93000,118000,0,0,Analyst,None,0,1,0,0,0,0,0,1,105500.0
job-cbae39b36a834d6b,Data Engineer,115293,173939,1,0,MLEngineer,None,0,0,1,0,0,0,0,1,144616.0
job-cbc245b33fc4134f,Data Scientist II - AI and Machine Learning,107000,135000,0,0,Scientist,None,1,0,0,0,0,0,0,1,121000.0
job-cc21d36b671fa713,Data Science Intern,40000,50000,0,1,Scientist,None,1,0,0,0,0,0,0,1,45000.0
job-cc63fdab40cfd239,Data Engineer Fellowship -1 Year,70000,70000,0,0,MLEngineer,None,0,0,1,0,0,0,0,1,70000.0
job-cdaea6c0b7a862fe,Data Scientist,59005,80542,0,0,Scientist,None,1,0,0,0,0,0,0,1,69773.5
job-ce2084ae0ccf4bb7,Junior Data Scientist,69000,87000,0,0,Scientist,Jr.,1,0,0,0,0,1,0,0,78000.0
job-ce21f238f24eb496,Cybersecurity and Data Science,55000,69000,0,0,Scientist,None,1,0,0,0,0,0,0,1,62000.0
job-d018177f335deb0e,2023 AI & Data Science Full Time Analyst,99750,135000,0,0,Analyst,None,0,1,0,0,0,0,0,1,117375.0
job-d07a201951b74637,Data Scientist - Forecasting,111000,140000,0,0,Scientist,None,1,0,0,0,0,0,0,1,125500.0
job-d089730c224823e9,USA - Associate Threat Analytics Data Scientist,77000,98000,1,0,Analyst,Jr.,0,1,0,0,0,1,0,0,87500.0
job-d13253bb2626a9c8,Data Engineer,54000,140000,0,0,MLEngineer,None,0,0,1,0,0,0,0,1,97000.0
job-d23bf8bf628e59a6,Data Analytics Data Scientist,107000,136000,0,0,Analyst,None,0,1,0,0,0,0,0,1,121500.0
job-d2558814f5b5cd21,Actuarial Data Scientist,63100,137900,1,0,Scientist,None,1,0,0,0,0,0,0,1,100500.0
job-d34b38d321e035d3,Data Analyst,75000,75000,0,0,Analyst,None,0,1,0,0,0,0,0,1,75000.0
job-d3f7fb663634407d,Data Engineer (Full Time) United States,105000,133000,0,0,MLEngineer,None,0,0,1,0,0,0,0,1,119000.0
job-d42a40a11d675cc9,Data Scientist [NYC],103000,131000,0,0,Scientist,None,1,0,0,0,0,0,0,1,117000.0
job-d436647f62c5f4d3,Data Scientist,75000,130000,0,0,Scientist,None,1,0,0,0,0,0,0,1,102500.0
job-d481a53712856322,Jr. Data Scientist,86000,110000,1,0,Scientist,Jr.,1,0,0,0,0,1,0,0,98000.0
job-d51427de90fbee90,Senior Data Scientist,136000,172000,1,0,Scientist,Sr.,1,0,0,0,0,0,1,0,154000.0
job-d5467cd6eab30e70,Data Analyst - USA,61000,78000,0,0,Analyst,None,0,1,0,0,0,0,0,1,69500.0
job-d5c16ce64f854ef0,Data Scientist,89000,113000,0,0,Scientist,None,1,0,0,0,0,0,0,1,101000.0
job-d641fca9c1f31499,Lead Engineer - Data Science,96000,168000,1,0,MLEngineer,Sr.,0,0,1,0,0,0,1,0,132000.0
job-d643695fb61eb16f,Data Scientist - Entry Level,75000,95000,0,0,Scientist,None,1,0,0,0,0,0,0,1,85000.0
job-d64ff40da25d604a,"Data Scientist- TikTok Ads, Ads Targeting, Auction and Delivery",132000,167000,0,0,Scientist,None,1,0,0,0,0,0,0,1,149500.0
job-d85f8d5fcfdd474b,Data Science Intern,74000,94000,0,1,Scientist,None,1,0,0,0,0,0,0,1,84000.0
job-d9e3e6f88e6dc0f2,Data Science Intern,37000,47000,0,1,Scientist,None,1,0,0,0,0,0,0,1,42000.0
job-dad80f6567485dd3,Analytics Internship,77000,98000,0,1,Analyst,None,0,1,0,0,0,0,0,1,87500.0
job-dbf6e6a46aa7df96,Data Science Analyst,72000,92000,0,0,Analyst,None,0,1,0,0,0,0,0,1,82000.0
job-dc37b651dfb87d1e,Data Engineer,81000,99000,1,0,MLEngineer,None,0,0,1,0,0,0,0,1,90000.0
job-dd57a3026de3c386,Data Science Intern - Summer 2023,40000,51000,0,1,Scientist,None,1,0,0,0,0,0,0,1,45500.0
job-dd726d0782deacea,Data Analytics Intern - Summer 2023,32000,41000,0,1,Analyst,None,0,1,0,0,0,0,0,1,36500.0
job-dd86d891fe09f4bf,Data Engineer,90000,115000,1,1,MLEngineer,None,0,0,1,0,0,0,0,1,102500.0
job-dd8c8f663bac9b83,Data Engineer (Jr),114000,144000,0,0,MLEngineer,Jr.,0,0,1,0,0,1,0,0,129000.0
job-deb1ca954a3ed441,Data Visualization Specialist,58000,73000,1,0,Unidentified,None,0,0,0,0,1,0,0,1,65500.0
job-defcdef6accd6f19,Data Scientist (Level I - II),72000,91000,0,0,Scientist,None,1,0,0,0,0,0,0,1,81500.0
job-df14e8b6e8a01081,2023 Intern - Data Science,73000,93000,0,1,Scientist,None,1,0,0,0,0,0,0,1,83000.0
job-e0d0b4766e7f465c,Data Engineer,114000,145000,1,0,MLEngineer,None,0,0,1,0,0,0,0,1,129500.0
job-e264c4aba9211354,Data Analyst,66000,84000,0,0,Analyst,None,0,1,0,0,0,0,0,1,75000.0
job-e3f1da7cc0f1079c,"Data Scientist, F&S",136000,173000,1,0,Scientist,None,1,0,0,0,0,0,0,1,154500.0
job-e42ad4ad7f9d17ed,Data and Integration Engineer - Remote,64285,102855,1,0,MLEngineer,None,0,0,1,0,0,0,0,1,83570.0
job-e456a3303923ecc6,Data Engineer,101000,128000,1,0,MLEngineer,None,0,0,1,0,0,0,0,1,114500.0
job-e485f0d6e50eb1a1,Data Engineer,96000,122000,0,0,MLEngineer,None,0,0,1,0,0,0,0,1,109000.0
job-e568e974246e9092,AI-ML Engineer Intern/Co-Op,64000,81000,0,1,MLEngineer,None,0,0,1,0,0,0,0,1,72500.0
job-e58da802b5f4510c,Data Associate – Data Visualization Specialist,53000,68000,1,0,Unidentified,Jr.,0,0,0,0,1,1,0,0,60500.0
job-e66af60e1ee24165,Digital Loss Prevention Data Analyst - North America Nike Direct Digital Commerce (Remote Option*),86000,128500,1,0,Analyst,Sr.,0,1,0,0,0,0,1,0,107250.0
job-e766c04c226a1dbf,"Data Scientist, CV/NLP",94000,120000,1,0,Scientist,None,1,0,0,0,0,0,0,1,107000.0
job-e7ba1b1f53d93324,Economic Data Scientist,90000,150000,0,0,Scientist,None,1,0,0,0,0,0,0,1,120000.0
job-e80f8f9fd5282afd,Data Engineer,140000,170000,1,0,MLEngineer,None,0,0,1,0,0,0,0,1,155000.0
job-e8a473850d959a23,2023 SETUP Technology Full Time Program – Data Scientist - New York,55000,100000,0,0,Scientist,None,1,0,0,0,0,0,0,1,77500.0
job-e8ccf157fe743e60,Data Scientist II,114000,144000,0,0,Scientist,None,1,0,0,0,0,0,0,1,129000.0
job-e9b6d22970a3b910,Python Data Engineer,105000,133000,1,0,MLEngineer,None,0,0,1,0,0,0,0,1,119000.0
job-e9d9c0cd33be8957,Data Scientist,112000,142000,0,0,Scientist,None,1,0,0,0,0,0,0,1,127000.0
job-ebd17b92334863fc,Chief Technology Officer,300000,400000,0,0,Unidentified,None,0,0,0,0,1,0,0,1,350000.0
job-edb01b018993a2e0,Senior Data Analyst,79000,100000,1,0,Analyst,Sr.,0,1,0,0,0,0,1,0,89500.0
job-ee4db6c86845c153,Data Scientist,80000,100000,1,0,Scientist,None,1,0,0,0,0,0,0,1,90000.0
job-ee8702a31f28862c,Data Analytics Engineer (Remote),90000,115000,1,0,MLEngineer,None,0,0,1,0,0,0,0,1,102500.0
job-f0aca61664eba6cd,"Data Scientist, Junior",87000,111000,0,0,Scientist,Jr.,1,0,0,0,0,1,0,0,99000.0
job-f0d02935a4686b0f,Staff Data Scientist,176634,176634,1,0,Scientist,None,1,0,0,0,0,0,0,1,176634.0
job-f1d0a408b3ca594c,Data Scientist,102000,130000,0,0,Scientist,None,1,0,0,0,0,0,0,1,116000.0
job-f205b91f113dfafb,Data Scientist - All Levels,99000,126000,0,0,Scientist,None,1,0,0,0,0,0,0,1,112500.0
job-f2c0dec0eec47be9,Data Science Analyst,70000,89000,0,0,Analyst,None,0,1,0,0,0,0,0,1,79500.0
job-f316916398cfacf0,Jr. Data Analyst,56000,71000,0,0,Analyst,Jr.,0,1,0,0,0,1,0,0,63500.0
job-f3b76ca213fd1cf9,Data Scientist Consultant,120000,152000,0,0,Scientist,None,1,0,0,0,0,0,0,1,136000.0
job-f3bd7ff1872a12ef,Data Scientist Internship - OR,68000,87000,0,1,Scientist,None,1,0,0,0,0,0,0,1,77500.0
job-f3ca2c902f1b5cec,Data Scientist,99000,125000,0,0,Scientist,None,1,0,0,0,0,0,0,1,112000.0
job-f4b1f6c5f30379c5,Data Science (Audio) Intern,47000,60000,0,1,Scientist,None,1,0,0,0,0,0,0,1,53500.0
job-f5507b527eecfc07,Data Science Intern,45000,58000,0,1,Scientist,None,1,0,0,0,0,0,0,1,51500.0
job-f55b650fef8e1c48,Junior Data Engineer,70000,89000,0,0,MLEngineer,Jr.,0,0,1,0,0,1,0,0,79500.0
job-f71657b122b62532,GCP Data Engineer- (remote),145000,170000,1,0,MLEngineer,None,0,0,1,0,0,0,0,1,157500.0
job-f7b2e9206e2fd91c,Data Scientist,128000,162000,1,0,Scientist,None,1,0,0,0,0,0,0,1,145000.0
job-f8e0660a79c87e7a,Data Scientist,113000,143000,0,0,Scientist,None,1,0,0,0,0,0,0,1,128000.0
job-f8e595ba86d40c02,Data Scientist - Climate Risk Modeling,122000,154000,1,0,Scientist,None,1,0,0,0,0,0,0,1,138000.0
job-f92671ca325357cc,Senior Data Engineer,154600,209200,1,0,MLEngineer,Sr.,0,0,1,0,0,0,1,0,181900.0
job-f9a84682eae1b57f,Data Scientist – Customer Operations,83000,106000,1,0,Scientist,None,1,0,0,0,0,0,0,1,94500.0
job-f9d9e208ca25481b,Junior Data Scientist,72000,91000,0,0,Scientist,Jr.,1,0,0,0,0,1,0,0,81500.0
job-fa1487d5e35b1d3d,Azure ML Data scientist,114000,144000,1,0,MLEngineer,None,0,0,1,0,0,0,0,1,129000.0
job-faa71a8a5ad27cb7,Associate Data Scientist (Remote),75000,105000,1,0,Scientist,Jr.,1,0,0,0,0,1,0,0,90000.0
job-fc9e8f57f0724de7,Recruiting Analyst,133000,133000,1,0,Analyst,None,0,1,0,0,0,0,0,1,133000.0
job-fcae879011e3d6e0,Ads Data Science Manager,155000,197000,0,0,Scientist,Sr.,1,0,0,0,0,0,1,0,176000.0
job-fce2caaee819dde7,Data Science Intern (Digital Foundry),38000,49000,0,1,Scientist,None,1,0,0,0,0,0,0,1,43500.0
job-fd0991eae6ebba1f,"Associate Data Scientist, Operations Decision Science",69000,88000,0,0,Scientist,Jr.,1,0,0,0,0,1,0,0,78500.0
job-fd597b78cece5c01,Data Engineer,90000,160000,1,0,MLEngineer,None,0,0,1,0,0,0,0,1,125000.0
job-fd6fbae1cbd2e1e8,Junior Data Engineer,74000,93000,1,0,MLEngineer,Jr.,0,0,1,0,0,1,0,0,83500.0
job-fda3db668b886829,Data Scientist (Remote),120000,151000,1,0,Scientist,None,1,0,0,0,0,0,0,1,135500.0
job-fdabb3af05a79047,Intern- Materials Data Management,81000,103000,0,1,Unidentified,Sr.,0,0,0,0,1,0,1,0,92000.0
job-fdff1dfc57823024,Data Engineer,103000,131000,0,0,MLEngineer,None,0,0,1,0,0,0,0,1,117000.0
job-fe6e382847752143,Data Scientist,130000,130000,1,0,Scientist,None,1,0,0,0,0,0,0,1,130000.0
job-feba5abf21314515,eCornell Online Course Facilitator - Data Science,73000,92000,0,0,Scientist,None,1,0,0,0,0,0,0,1,82500.0
